opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
ELLLRB7A,James Ascencio,GTX Basic,Zoomit,Won,2017-07-08,2017-08-29,587
F4EHCQIC,James Ascencio,GTX Plus Pro,Kan-code,Won,2017-07-08,2017-07-16,5284
EHC9KQDN,Jonathan Berthelot,GTX Basic,Scottech,Lost,2017-07-08,2017-07-09,0
MBLFZPU2,Jonathan Berthelot,GTX Basic,Warephase,Lost,2017-07-08,2017-09-12,0
L0SOZL9A,Kary Hendrixson,MG Advanced,Y-corporation,Lost,2017-07-08,2017-09-28,0
00XBYXIB,Kary Hendrixson,GTX Plus Basic,Green-Plus,Won,2017-07-08,2017-07-09,993
ASN7OCWQ,Markita Hansen,GTX Basic,Groovestreet,Lost,2017-07-08,2017-07-15,0
SHS9HQX4,Maureen Marcano,GTXPro,Finjob,Won,2017-07-08,2017-09-19,4642
JYEQFGS5,Reed Clapper,GTXPro,Umbrella Corporation,Lost,2017-07-08,2017-07-17,0
S9DVJGUO,Reed Clapper,GTXPro,Kan-code,Won,2017-07-08,2017-07-15,4530
0YPN92QB,Rosalina Dieter,MG Special,Y-corporation,Lost,2017-07-08,2017-07-10,0
UIA0FO51,Rosie Papadopoulos,MG Advanced,Xx-zobam,Won,2017-07-08,2017-07-09,3569
48J7F1A2,Vicki Laflamme,MG Advanced,Hottechi,Won,2017-07-08,2017-08-31,3276
0D37PQA0,Violet Mclelland,GTX Plus Basic,,Engaging,2017-07-08,,
D193SPY4,Violet Mclelland,MG Special,Plussunin,Engaging,2017-07-08,,
SFIMNCPZ,Violet Mclelland,MG Advanced,Mathtouch,Lost,2017-07-08,2017-07-10,0
57NT8T8S,Zane Levy,GTX Basic,Finjob,Lost,2017-07-08,2017-07-16,0
7GLF1GBJ,Zane Levy,GTX Plus Basic,Green-Plus,Lost,2017-07-08,2017-07-16,0
YST07PM6,Zane Levy,GTX Plus Pro,Doncon,Lost,2017-07-08,2017-07-17,0
HPU7RQG6,Zane Levy,GTX Plus Pro,Rantouch,Lost,2017-07-08,2017-07-15,0
6Z1XK6YR,Zane Levy,GTXPro,Hatfan,Lost,2017-07-08,2017-11-09,0
045D5MZO,Zane Levy,GTX Plus Pro,Kan-code,Won,2017-07-08,2017-07-17,5576
K1UREXI5,Anna Snelling,GTX Basic,Genco Pura Olive Oil Company,Won,2017-07-09,2017-09-16,460
M7Y1LHHA,Boris Faz,GTX Basic,Zathunicon,Won,2017-07-09,2017-07-16,457
NK1B8YME,Cassey Cress,GTX Plus Pro,,Engaging,2017-07-09,,
WP6SUIMC,Cassey Cress,MG Advanced,Silis,Lost,2017-07-09,2017-07-15,0
SGI5I4X1,Corliss Cosme,GTX Basic,Gekko & Co,Won,2017-07-09,2017-07-10,665
U07VUUGP,Corliss Cosme,GTX Plus Basic,Zathunicon,Won,2017-07-09,2017-07-15,1122
SEC6K7X2,Corliss Cosme,GTX Plus Pro,Umbrella Corporation,Won,2017-07-09,2017-07-18,5578
OT26ZUZ7,Daniell Hammack,GTXPro,Betatech,Engaging,2017-07-09,,
MXVBWIE5,Darcel Schlecht,GTX Basic,Rundofase,Won,2017-07-09,2017-09-08,460
794F5VJB,Donn Cantrell,GTX Plus Basic,Donware,Won,2017-07-09,2017-08-31,1133
TNEB1XNK,Donn Cantrell,GTX Plus Basic,Gekko & Co,Won,2017-07-09,2017-09-18,1194
P60PIE95,Donn Cantrell,GTX Plus Pro,Yearin,Won,2017-07-09,2017-09-16,5861
HI9S2MRZ,Elease Gluck,GTX Plus Basic,,Engaging,2017-07-09,,
QKOAWRXD,Gladys Colclough,GTX Basic,Dontechi,Lost,2017-07-09,2017-07-17,0
NC7V5K1T,Gladys Colclough,GTX Plus Basic,Stanredtax,Won,2017-07-09,2017-08-28,1194
XTAPYDDI,Gladys Colclough,GTXPro,Funholding,Won,2017-07-09,2017-07-11,4440
0CTHPQGT,Jonathan Berthelot,MG Special,Cancity,Won,2017-07-09,2017-07-19,53
N9KFOKLS,Kami Bicknell,GTX Basic,Sonron,Lost,2017-07-09,2017-07-14,0
02SSRMSA,Lajuana Vencill,GTX Plus Basic,Inity,Won,2017-07-09,2017-07-13,1192
HBJPBF3P,Marty Freudenburg,MG Special,Conecom,Won,2017-07-09,2017-09-01,54
E6D2DBXF,Moses Frase,MG Advanced,Ron-tech,Lost,2017-07-09,2017-07-13,0
OUMM04QV,Moses Frase,GTX Plus Pro,Warephase,Won,2017-07-09,2017-07-18,4651
TZQWGMG7,Niesha Huffines,GTX Plus Pro,Rangreen,Lost,2017-07-09,2017-07-19,0
66KFPHBT,Niesha Huffines,GTX Plus Pro,Betatech,Won,2017-07-09,2017-09-24,5944
WL4TLMUC,Reed Clapper,MG Advanced,Gekko & Co,Lost,2017-07-09,2017-07-17,0
6AO6E15O,Rosalina Dieter,GTXPro,Statholdings,Engaging,2017-07-09,,
OW9OM3UO,Rosalina Dieter,MG Advanced,,Engaging,2017-07-09,,
HXMJ5048,Vicki Laflamme,MG Advanced,Green-Plus,Lost,2017-07-09,2017-07-17,0
CQYAMIQ3,Zane Levy,GTXPro,,Engaging,2017-07-09,,
6178B4JM,Anna Snelling,GTX Plus Basic,Domzoom,Won,2017-07-10,2017-07-17,962
WC7KCJ2N,Boris Faz,GTX Plus Basic,Silis,Won,2017-07-10,2017-07-21,1063
5GBVA3ZZ,Cassey Cress,MG Advanced,Zencorporation,Lost,2017-07-10,2017-07-23,0
B7WWPCO6,Cecily Lampkin,GTX Basic,Gogozoom,Lost,2017-07-10,2017-07-23,0
152DN1FE,Darcel Schlecht,GTX Plus Basic,Cancity,Lost,2017-07-10,2017-07-12,0
3NJHQZT6,Darcel Schlecht,MG Special,Streethex,Lost,2017-07-10,2017-07-17,0
9GOWJ93R,Darcel Schlecht,MG Advanced,Domzoom,Won,2017-07-10,2017-09-03,2572
QAB3H9H5,Gladys Colclough,GTXPro,Globex Corporation,Lost,2017-07-10,2017-07-11,0
9B9VDAFU,Gladys Colclough,GTXPro,Warephase,Won,2017-07-10,2017-07-18,4631
L9F6QP4P,Gladys Colclough,MG Advanced,Isdom,Won,2017-07-10,2017-07-19,3230
1D5AYQO6,Hayden Neloms,MG Special,Condax,Won,2017-07-10,2017-07-19,59
6WR7JQ3C,James Ascencio,MG Advanced,Labdrill,Won,2017-07-10,2017-11-03,3624
Y2XXRYMX,Kami Bicknell,GTX Plus Basic,Labdrill,Lost,2017-07-10,2017-11-11,0
Z9DK5289,Kami Bicknell,GTXPro,Golddex,Lost,2017-07-10,2017-07-12,0
MN34I4DD,Kami Bicknell,GTX Plus Pro,Hatfan,Won,2017-07-10,2017-09-22,5848
9CQ6TMET,Kami Bicknell,MG Special,Dalttechnology,Won,2017-07-10,2017-07-11,42
N54HHLC4,Kary Hendrixson,GTX Plus Pro,Sunnamplex,Lost,2017-07-10,2017-07-12,0
TPP1IGKV,Kary Hendrixson,GTXPro,Nam-zim,Lost,2017-07-10,2017-07-17,0
9USDNUBL,Markita Hansen,GTX Plus Pro,Hatfan,Lost,2017-07-10,2017-08-29,0
Q82O5QTN,Marty Freudenburg,MG Advanced,Rangreen,Lost,2017-07-10,2017-07-12,0
2HVDAY4L,Moses Frase,MG Special,Cancity,Lost,2017-07-10,2017-07-21,0
0FGWN6O0,Moses Frase,GTX Basic,Isdom,Won,2017-07-10,2017-07-19,588
FQXZBTEG,Reed Clapper,GTX Plus Basic,Zencorporation,Lost,2017-07-10,2017-07-18,0
8IGYTN3H,Reed Clapper,MG Special,Yearin,Won,2017-07-10,2017-07-17,54
QV3TAWDT,Rosie Papadopoulos,GTXPro,,Engaging,2017-07-10,,
OTNZ5ZCN,Vicki Laflamme,GTXPro,Singletechno,Won,2017-07-10,2017-09-06,5099
USJWM3F3,Violet Mclelland,GTX Basic,,Engaging,2017-07-10,,
7O2ISWVB,Zane Levy,GTX Plus Pro,Plexzap,Lost,2017-07-10,2017-07-15,0
QUAD5082,Boris Faz,MG Advanced,Konex,Lost,2017-07-11,2017-07-21,0
0T9KUEQ2,Cassey Cress,GTX Plus Pro,,Engaging,2017-07-11,,
P6H45Y25,Cecily Lampkin,GTX Basic,Scottech,Lost,2017-07-11,2017-09-16,0
28EVFB8G,Cecily Lampkin,GTX Plus Basic,Treequote,Lost,2017-07-11,2017-07-13,0
VV5LDD24,Corliss Cosme,MG Advanced,Silis,Lost,2017-07-11,2017-07-13,0
SF3KBDJF,Daniell Hammack,GTXPro,Silis,Lost,2017-07-11,2017-08-18,0
DKUVKTIT,Daniell Hammack,GTX Plus Pro,Initech,Won,2017-07-11,2017-07-19,4881
OYUUU6B9,Darcel Schlecht,GTX Basic,Bioholding,Lost,2017-07-11,2017-11-09,0
IIVNXACR,Darcel Schlecht,GTXPro,Codehow,Lost,2017-07-11,2017-07-12,0
OWBGBQ4G,Darcel Schlecht,GTXPro,Stanredtax,Lost,2017-07-11,2017-07-18,0
X2EH33CU,Gladys Colclough,MG Advanced,Genco Pura Olive Oil Company,Won,2017-07-11,2017-07-12,2878
GNT6EM5M,Hayden Neloms,MG Special,Xx-holding,Lost,2017-07-11,2017-07-12,0
U3ZMURXR,Hayden Neloms,MG Advanced,Finjob,Won,2017-07-11,2017-09-08,3121
4UTOXXV4,James Ascencio,GTX Plus Pro,Golddex,Lost,2017-07-11,2017-07-12,0
KHWG1W75,James Ascencio,MG Special,Goodsilron,Won,2017-07-11,2017-07-18,57
MWAW08I7,Jonathan Berthelot,GTX Basic,Treequote,Won,2017-07-11,2017-07-12,576
0QV1LRME,Jonathan Berthelot,GTX Plus Basic,Konmatfix,Won,2017-07-11,2017-07-18,1258
63GAY8GB,Kami Bicknell,GTX Plus Basic,Singletechno,Lost,2017-07-11,2017-08-22,0
JB3J080M,Kary Hendrixson,GTX Plus Pro,,Engaging,2017-07-11,,
GXHAIS33,Kary Hendrixson,GTX Basic,Doncon,Lost,2017-07-11,2017-09-29,0
VBRZZAP8,Kary Hendrixson,GTX Basic,Hottechi,Won,2017-07-11,2017-07-20,491
JR76K5YA,Markita Hansen,GTX Basic,Sunnamplex,Won,2017-07-11,2017-08-23,494
Z3TX2K6F,Maureen Marcano,GTXPro,Dalttechnology,Lost,2017-07-11,2017-07-20,0
RGUC0V54,Maureen Marcano,GTX Plus Basic,Zoomit,Won,2017-07-11,2017-09-19,882
M93A8LTF,Reed Clapper,GTX Plus Basic,Konex,Won,2017-07-11,2017-07-20,1076
CQW6TYOX,Rosalina Dieter,GTK 500,Cheers,Lost,2017-07-11,2017-07-18,0
P7H8UY1P,Rosalina Dieter,MG Special,Dalttechnology,Lost,2017-07-11,2017-09-21,0
6XLFG3VK,Rosalina Dieter,MG Special,Zoomit,Won,2017-07-11,2017-07-19,57
9ZPY98PB,Vicki Laflamme,GTX Basic,Nam-zim,Lost,2017-07-11,2017-07-13,0
YRXDI9E8,Vicki Laflamme,MG Advanced,Cheers,Lost,2017-07-11,2017-11-05,0
1JB82QZ0,Vicki Laflamme,MG Advanced,Sonron,Lost,2017-07-11,2017-07-12,0
G5GPTVMU,Anna Snelling,GTX Plus Basic,Bioholding,Lost,2017-07-12,2017-08-31,0
856VG3CS,Boris Faz,GTX Plus Basic,Plussunin,Won,2017-07-12,2017-09-28,1100
J80ZEYYM,Cassey Cress,MG Advanced,Donquadtech,Won,2017-07-12,2017-09-18,3630
21OMR381,Corliss Cosme,MG Special,,Engaging,2017-07-12,,
X9HFP474,Daniell Hammack,GTX Basic,Dontechi,Engaging,2017-07-12,,
T51ULXCZ,Darcel Schlecht,GTXPro,Bioholding,Lost,2017-07-12,2017-07-23,0
3S73ZUQH,Darcel Schlecht,MG Advanced,Betatech,Lost,2017-07-12,2017-07-21,0
JUU6C7NO,Donn Cantrell,GTX Plus Basic,Ontomedia,Lost,2017-07-12,2017-09-27,0
8SNDBWPP,Donn Cantrell,GTX Plus Pro,Massive Dynamic,Lost,2017-07-12,2017-09-28,0
0PH153YF,Gladys Colclough,GTXPro,Condax,Lost,2017-07-12,2017-07-13,0
YNYZNOWR,Hayden Neloms,MG Advanced,Cheers,Lost,2017-07-12,2017-07-25,0
HUNM56HY,Hayden Neloms,MG Advanced,Sunnamplex,Won,2017-07-12,2017-07-23,3741
SIONXEMH,Hayden Neloms,MG Advanced,Y-corporation,Won,2017-07-12,2017-07-14,2905
JX08Z5L5,James Ascencio,GTX Plus Basic,Singletechno,Lost,2017-07-12,2017-07-25,0
BUJ1TX7Y,Maureen Marcano,GTX Plus Basic,Finjob,Won,2017-07-12,2017-09-14,1023
6C70OX62,Maureen Marcano,MG Advanced,Y-corporation,Won,2017-07-12,2017-09-24,3257
V9WVYEE9,Moses Frase,GTX Plus Pro,Codehow,Lost,2017-07-12,2017-07-20,0
3N6BHLN6,Niesha Huffines,GTX Plus Basic,Streethex,Won,2017-07-12,2017-08-20,960
SQWCQRGY,Reed Clapper,GTXPro,Silis,Lost,2017-07-12,2017-07-14,0
32K5LEDV,Reed Clapper,GTX Plus Pro,Silis,Won,2017-07-12,2017-07-18,5538
R0XNAFUB,Zane Levy,GTX Basic,,Engaging,2017-07-12,,
XW1ONOVO,Boris Faz,MG Advanced,Kan-code,Won,2017-07-13,2017-07-23,3420
100W6J9A,Darcel Schlecht,GTXPro,Treequote,Lost,2017-07-13,2017-07-19,0
YYRYSVOO,Darcel Schlecht,GTXPro,Bioholding,Won,2017-07-13,2017-07-16,5382
P7AX4B3N,Elease Gluck,MG Special,Sonron,Lost,2017-07-13,2017-07-24,0
GC1TSADL,Elease Gluck,GTXPro,Faxquote,Won,2017-07-13,2017-07-18,5703
QF1I965E,Garret Kinder,MG Advanced,Mathtouch,Won,2017-07-13,2017-09-30,3340
P93UCMW8,Hayden Neloms,MG Advanced,Hottechi,Lost,2017-07-13,2017-07-15,0
YKBRF0NG,Kary Hendrixson,GTX Plus Basic,Nam-zim,Won,2017-07-13,2017-08-09,1014
OP2DIRC2,Lajuana Vencill,GTX Basic,Inity,Won,2017-07-13,2017-07-19,536
VIHXI2JA,Markita Hansen,GTX Plus Basic,Konex,Lost,2017-07-13,2017-07-14,0
IC4J0BIZ,Niesha Huffines,GTX Basic,Codehow,Won,2017-07-13,2017-07-24,550
BNMJAOF4,Niesha Huffines,GTX Basic,Gogozoom,Won,2017-07-13,2017-09-28,469
VSWHUBD0,Niesha Huffines,GTX Basic,Ron-tech,Won,2017-07-13,2017-07-14,585
7ZWN0JO9,Niesha Huffines,GTX Plus Basic,Scottech,Won,2017-07-13,2017-08-29,943
KLPVD6LR,Reed Clapper,GTX Basic,Bioplex,Lost,2017-07-13,2017-07-21,0
U3M8XTMY,Reed Clapper,GTX Plus Basic,Plussunin,Won,2017-07-13,2017-08-01,1319
P89VI9EN,Reed Clapper,GTXPro,Bubba Gump,Won,2017-07-13,2017-07-22,5873
4LOHS2AJ,Rosie Papadopoulos,MG Special,,Engaging,2017-07-13,,
SPUXDRGN,Vicki Laflamme,MG Advanced,Kan-code,Lost,2017-07-13,2017-08-28,0
PDIYRBQJ,Zane Levy,GTX Plus Basic,Lexiqvolax,Lost,2017-07-13,2017-07-15,0
185PGG0J,Anna Snelling,MG Special,Treequote,Won,2017-07-14,2017-07-17,44
QQ5LW9HV,Boris Faz,MG Advanced,Plussunin,Lost,2017-07-14,2017-07-26,0
8EF4D82U,Boris Faz,GTXPro,Mathtouch,Won,2017-07-14,2017-09-14,3834
GFMLCHB0,Cassey Cress,GTX Plus Basic,Zathunicon,Lost,2017-07-14,2017-07-21,0
TFS537LA,Cassey Cress,GTX Plus Pro,Iselectrics,Lost,2017-07-14,2017-07-15,0
2X86737Q,Cecily Lampkin,GTX Plus Pro,Inity,Won,2017-07-14,2017-07-16,5537
HSZOPWWT,Corliss Cosme,GTX Basic,Donware,Won,2017-07-14,2017-09-15,530
1KVGSF08,Corliss Cosme,GTX Plus Pro,Konex,Won,2017-07-14,2017-09-23,4989
UDFMSH1S,Darcel Schlecht,GTX Plus Pro,Streethex,Lost,2017-07-14,2017-07-25,0
516C0X9F,Darcel Schlecht,GTX Plus Basic,Statholdings,Won,2017-07-14,2017-07-26,1144
DPAEMTHC,Donn Cantrell,GTX Basic,Konex,Lost,2017-07-14,2017-07-15,0
A6T69X6T,Elease Gluck,MG Advanced,Xx-holding,Lost,2017-07-14,2017-09-08,0
DDD515FB,Hayden Neloms,MG Advanced,Xx-holding,Won,2017-07-14,2017-07-15,3362
6GKGGY0U,James Ascencio,GTXPro,Green-Plus,Lost,2017-07-14,2017-07-25,0
8M6TB2ZX,James Ascencio,GTX Plus Pro,Goodsilron,Won,2017-07-14,2017-07-21,5013
8JH8YA79,Kami Bicknell,GTX Basic,,Engaging,2017-07-14,,
BABQISCH,Kami Bicknell,GTX Basic,Hatfan,Lost,2017-07-14,2017-07-15,0
T46KPPNB,Kary Hendrixson,GTX Plus Basic,Blackzim,Lost,2017-07-14,2017-07-16,0
9CE6F4NZ,Kary Hendrixson,GTX Basic,Plusstrip,Won,2017-07-14,2017-08-27,431
Z9KNL9A1,Kary Hendrixson,GTXPro,Groovestreet,Won,2017-07-14,2017-07-24,5161
7JBR36G8,Lajuana Vencill,GTX Basic,Genco Pura Olive Oil Company,Won,2017-07-14,2017-07-16,579
EYTBRK2B,Lajuana Vencill,MG Advanced,Warephase,Won,2017-07-14,2017-07-24,3411
KFXZNC4N,Markita Hansen,MG Special,Xx-holding,Lost,2017-07-14,2017-09-11,0
SJ62BMK5,Markita Hansen,MG Advanced,Plusstrip,Won,2017-07-14,2017-07-15,3973
YDJV1DFE,Niesha Huffines,MG Advanced,Ron-tech,Lost,2017-07-14,2017-11-09,0
GHDAXC7T,Reed Clapper,GTX Plus Basic,Zathunicon,Won,2017-07-14,2017-07-15,1029
FQQ2JJZ1,Rosie Papadopoulos,MG Special,Gekko & Co,Won,2017-07-14,2017-07-23,59
NCJJBWU3,Versie Hillebrand,MG Special,Globex Corporation,Lost,2017-07-14,2017-07-22,0
8BYEALF9,Vicki Laflamme,MG Special,,Engaging,2017-07-14,,
8SGMUWET,Vicki Laflamme,GTX Basic,Goodsilron,Won,2017-07-14,2017-09-29,534
3KVS08NL,Violet Mclelland,MG Special,Iselectrics,Won,2017-07-14,2017-07-15,48
CLIIR1T0,Zane Levy,MG Special,Finjob,Won,2017-07-14,2017-07-25,57
PHXX81YF,Daniell Hammack,GTX Plus Pro,Donware,Lost,2017-07-15,2017-07-17,0
6K7LDRKR,Darcel Schlecht,GTX Plus Pro,Stanredtax,Won,2017-07-15,2017-11-11,4009
J6UOUH6Y,Darcel Schlecht,MG Advanced,dambase,Won,2017-07-15,2017-09-03,3255
2EYTB3PX,Donn Cantrell,MG Advanced,Condax,Won,2017-07-15,2017-07-25,3724
1U945R0D,Elease Gluck,MG Advanced,Dalttechnology,Lost,2017-07-15,2017-07-16,0
FX4D649Y,Hayden Neloms,GTX Plus Basic,Fasehatice,Lost,2017-07-15,2017-07-24,0
4QBSY3CB,James Ascencio,GTX Plus Basic,Golddex,Lost,2017-07-15,2017-08-26,0
ZWVRS27V,Jonathan Berthelot,MG Special,Rundofase,Lost,2017-07-15,2017-11-04,0
8BBXNESQ,Kary Hendrixson,GTX Plus Pro,Labdrill,Lost,2017-07-15,2017-07-22,0
3JJ7YI88,Lajuana Vencill,MG Special,Gogozoom,Lost,2017-07-15,2017-07-16,0
AKMDEG3I,Markita Hansen,MG Advanced,Faxquote,Lost,2017-07-15,2017-07-17,0
568NS3GO,Markita Hansen,MG Advanced,Cheers,Won,2017-07-15,2017-08-27,2791
YVDQ80A0,Maureen Marcano,GTX Plus Basic,,Engaging,2017-07-15,,
TQLO6QP6,Niesha Huffines,MG Advanced,Cancity,Won,2017-07-15,2017-09-02,3501
DLVEVD9O,Reed Clapper,GTX Plus Pro,Yearin,Lost,2017-07-15,2017-07-27,0
C75RV9DY,Reed Clapper,GTX Basic,Ganjaflex,Won,2017-07-15,2017-07-16,555
CI9S6CST,Rosalina Dieter,MG Special,,Engaging,2017-07-15,,
EUQCW0ZA,Rosalina Dieter,GTX Basic,Lexiqvolax,Won,2017-07-15,2017-07-23,650
CEOMZE9H,Vicki Laflamme,GTX Basic,Nam-zim,Lost,2017-07-15,2017-07-26,0
TT5QRQTF,Vicki Laflamme,MG Special,Konex,Won,2017-07-15,2017-07-21,61
5NXD4U83,Vicki Laflamme,MG Special,Newex,Won,2017-07-15,2017-07-17,54
1IL51ZIW,Violet Mclelland,MG Special,Condax,Lost,2017-07-15,2017-07-22,0
CM33NN0P,Wilburn Farren,MG Advanced,Silis,Lost,2017-07-15,2017-07-23,0
P3QQIMTA,Anna Snelling,GTX Basic,Rundofase,Lost,2017-07-16,2017-07-24,0
WB1CQNJU,Anna Snelling,MG Advanced,Funholding,Lost,2017-07-16,2017-07-17,0
OQYDQCTM,Anna Snelling,MG Special,Rangreen,Won,2017-07-16,2017-07-25,59
ISQJD695,Boris Faz,GTX Basic,Sunnamplex,Engaging,2017-07-16,,
M1VNX1D7,Cassey Cress,GTXPro,Acme Corporation,Won,2017-07-16,2017-07-28,5318
TWO2Q99P,Cecily Lampkin,GTX Plus Pro,Conecom,Won,2017-07-16,2017-09-30,5753
72UVDOKU,Cecily Lampkin,MG Special,Konmatfix,Won,2017-07-16,2017-07-24,62
DMSQ0TSG,Cecily Lampkin,MG Advanced,Isdom,Won,2017-07-16,2017-08-12,3146
FEWIDJGH,Darcel Schlecht,GTX Basic,Rundofase,Won,2017-07-16,2017-07-18,538
AUZM3MLU,Darcel Schlecht,GTX Plus Basic,Betatech,Won,2017-07-16,2017-09-18,1071
GS2CLR52,Darcel Schlecht,GTXPro,Betatech,Won,2017-07-16,2017-07-17,4488
HYP3SXPV,Darcel Schlecht,MG Advanced,Isdom,Won,2017-07-16,2017-08-02,2837
9G93P7SV,Donn Cantrell,MG Advanced,Kan-code,Won,2017-07-16,2017-09-30,3593
7XSAHM67,Elease Gluck,GTX Basic,Hottechi,Won,2017-07-16,2017-09-28,583
M2A8EY5Q,Hayden Neloms,GTX Plus Pro,,Engaging,2017-07-16,,
N7MDRJ01,Jonathan Berthelot,GTX Basic,Isdom,Lost,2017-07-16,2017-07-25,0
4ID56TXX,Jonathan Berthelot,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-07-16,2017-07-28,0
ZOX0FW5W,Kami Bicknell,GTXPro,Scotfind,Lost,2017-07-16,2017-07-23,0
4SFRUL8J,Kami Bicknell,MG Advanced,Labdrill,Lost,2017-07-16,2017-07-22,0
UB2UAI38,Kami Bicknell,GTX Plus Basic,Singletechno,Won,2017-07-16,2017-07-21,1109
B00OD1IF,Kami Bicknell,GTX Plus Basic,Zoomit,Won,2017-07-16,2017-07-23,1106
OGO6SNTQ,Kary Hendrixson,GTX Plus Pro,Plusstrip,Lost,2017-07-16,2017-07-24,0
I6ZC5V1K,Kary Hendrixson,GTX Plus Pro,Labdrill,Won,2017-07-16,2017-07-26,5008
1N3G9WG2,Kary Hendrixson,GTXPro,Y-corporation,Won,2017-07-16,2017-07-19,5621
JHNXPUNX,Lajuana Vencill,GTX Basic,Rangreen,Won,2017-07-16,2017-07-17,550
NPHD3ZTC,Moses Frase,GTX Basic,Rangreen,Won,2017-07-16,2017-09-03,574
06KTPHYC,Rosalina Dieter,MG Advanced,Hottechi,Lost,2017-07-16,2017-07-24,0
YCA44Q4U,Wilburn Farren,MG Special,Kinnamplus,Won,2017-07-16,2017-07-25,52
FR4GTSEQ,Zane Levy,GTX Basic,Xx-holding,Won,2017-07-16,2017-09-15,477
S46ZLF3G,Anna Snelling,GTX Basic,Betatech,Lost,2017-07-17,2017-07-26,0
WHZEK68G,Anna Snelling,MG Special,Streethex,Lost,2017-07-17,2017-07-22,0
3CB3WNBM,Boris Faz,GTX Basic,Kinnamplus,Engaging,2017-07-17,,
EJDRMHNC,Boris Faz,MG Special,,Engaging,2017-07-17,,
O8C2G4G2,Cassey Cress,MG Advanced,,Engaging,2017-07-17,,
DAJBIHBZ,Cassey Cress,MG Advanced,Silis,Lost,2017-07-17,2017-07-28,0
P6BJ24ZP,Cassey Cress,GTX Plus Basic,Plussunin,Won,2017-07-17,2017-07-20,1202
XORHQFNJ,Cecily Lampkin,MG Advanced,Funholding,Lost,2017-07-17,2017-08-05,0
ZFRPQV2M,Cecily Lampkin,MG Special,Funholding,Won,2017-07-17,2017-11-03,51
RVRBCZAI,Daniell Hammack,GTX Plus Basic,Kan-code,Lost,2017-07-17,2017-07-18,0
2897DN4S,Darcel Schlecht,GTX Plus Basic,Finhigh,Lost,2017-07-17,2017-07-18,0
1DIL2X16,Darcel Schlecht,GTXPro,Rundofase,Lost,2017-07-17,2017-07-28,0
BMQEY089,Darcel Schlecht,GTX Plus Basic,Scottech,Won,2017-07-17,2017-09-16,1203
CYOJ4G39,Darcel Schlecht,GTXPro,Isdom,Won,2017-07-17,2017-07-19,5673
5IOG6X00,Donn Cantrell,GTX Plus Pro,Gekko & Co,Won,2017-07-17,2017-09-08,6205
HBN3R2TJ,Elease Gluck,MG Advanced,,Engaging,2017-07-17,,
QG6BCBXM,Elease Gluck,GTX Plus Pro,Sonron,Lost,2017-07-17,2017-08-03,0
CAXTE48L,Hayden Neloms,MG Advanced,Cheers,Won,2017-07-17,2017-07-24,3363
OO3BM7A9,Hayden Neloms,MG Advanced,Konex,Won,2017-07-17,2017-11-03,3700
NYPU55W4,James Ascencio,GTXPro,Kan-code,Lost,2017-07-17,2017-11-01,0
VE334W2U,Jonathan Berthelot,GTX Basic,Codehow,Won,2017-07-17,2017-09-23,546
AX7WS66G,Jonathan Berthelot,GTX Basic,Toughzap,Won,2017-07-17,2017-07-24,617
OB8UCQ17,Jonathan Berthelot,GTX Basic,Warephase,Won,2017-07-17,2017-07-26,490
BV4JZ4G8,Kami Bicknell,GTX Basic,Konex,Lost,2017-07-17,2017-07-19,0
8CV5MZWW,Kami Bicknell,GTX Basic,Nam-zim,Lost,2017-07-17,2017-07-21,0
3L965RUK,Kary Hendrixson,MG Advanced,Kan-code,Won,2017-07-17,2017-07-26,3665
RZ8HI1Y5,Lajuana Vencill,GTX Plus Basic,Warephase,Lost,2017-07-17,2017-07-24,0
IYKSBD0U,Markita Hansen,MG Advanced,Hatfan,Lost,2017-07-17,2017-07-18,0
YVGDC8L2,Marty Freudenburg,MG Special,Rangreen,Won,2017-07-17,2017-07-26,53
JZU0JH07,Maureen Marcano,GTX Plus Basic,Finjob,Lost,2017-07-17,2017-09-28,0
ZEWNPF3K,Maureen Marcano,GTX Plus Basic,Singletechno,Won,2017-07-17,2017-11-13,1075
6T64JWH9,Maureen Marcano,GTXPro,Sonron,Won,2017-07-17,2017-07-25,4683
E7RTG575,Niesha Huffines,GTX Plus Basic,Statholdings,Won,2017-07-17,2017-07-27,1114
I9U5PCM3,Reed Clapper,GTXPro,Betasoloin,Won,2017-07-17,2017-11-17,5452
H1Y2W48V,Rosalina Dieter,GTXPro,Groovestreet,Won,2017-07-17,2017-09-07,5561
YFNRXR7X,Rosie Papadopoulos,MG Special,Plussunin,Won,2017-07-17,2017-07-25,57
9MZPL59I,Versie Hillebrand,MG Special,Streethex,Lost,2017-07-17,2017-08-03,0
7A3R2M9T,Vicki Laflamme,GTX Plus Pro,Sonron,Engaging,2017-07-17,,
1RL933VJ,Vicki Laflamme,GTXPro,Kan-code,Lost,2017-07-17,2017-09-22,0
GAE0E4RI,Vicki Laflamme,MG Advanced,Cheers,Lost,2017-07-17,2017-07-29,0
VBN56JMP,Vicki Laflamme,GTX Basic,Goodsilron,Won,2017-07-17,2017-07-18,496
7ITUU2YO,Vicki Laflamme,GTXPro,Lexiqvolax,Won,2017-07-17,2017-09-17,5054
NDLX894H,Violet Mclelland,MG Special,Bluth Company,Lost,2017-07-17,2017-07-18,0
